AIRLINE_ID,pc1,pc2,pc3,pc4,pc5,pc6,OP_PROFIT_LOSS
19386,0.19527908930812474,-1.6507734739006703,-1.8203375217395885,4.488381089109159,0.32523070060875225,-0.40785100047043715,-89823.0
19386,0.4303066392782671,-1.8254717159950689,-2.3913435951967683,4.673859986190237,0.4323917105117475,-0.5316363611919078,63790.0
19386,0.9138305191347726,-1.9901569153553949,-1.4997515311276963,5.238304113454732,0.7407457347190666,-0.5811530408160521,116246.0
19386,1.371543538610992,-1.8135420324483669,-0.7697999805512798,5.361581896767416,1.1633435808822143,-0.7436576738931979,-231881.0
19386,0.30222574922517287,-1.5441545283040439,-0.4645528583845542,4.923515627581235,1.0255838307602057,-0.47774848910125683,-114621.0
19386,0.6557572847240893,-1.9559389732930856,-1.459426405428906,5.3124101852915535,0.9526308285038225,-0.877160070682829,39866.0
19386,1.4839174236097072,-2.2733954580358526,-2.6050393704047217,5.716120991371466,1.0515343180872894,-0.9926889984176412,143299.0
19386,1.71788081386564,-2.0570453053691495,-2.5339077866554396,5.71635463143913,1.142807158560785,-0.8629871617059821,-128660.0
19386,1.687001523563363,-2.19278449328297,-2.702969627805382,5.943037109641138,1.015215812964627,-0.5901081701083245,-85065.0
19386,1.985889406014212,-2.261359351844206,-2.6443676434036756,5.983608174227083,1.1127009614782652,-0.9459640733557984,-126420.0
19386,2.270014123391143,-2.4801098549364013,-2.7813786599889463,6.474284270160027,1.2738899004905448,-1.2280534197839128,62698.0
19386,1.900292908774014,-2.2560742247037955,-2.395067227852728,6.168518546907819,1.4300911802758844,-0.8304712239537854,-160016.0
19386,1.631826957868212,-2.1890583831138506,-1.9937028761964843,5.901457780446918,1.2831192585664302,-0.7434455784916161,-57367.0
19386,1.7037080503328255,-2.225871996126879,-2.331910808062015,5.56184380039278,1.246856462684363,-0.5970722373983847,30281.0
19386,1.808768946360811,-2.3771638370924757,-2.493918072311798,6.074556603630133,1.2230011098172424,-0.9239413475706408,291515.0
19386,1.9452326688736863,-2.3294717044019646,-2.388389461193158,6.040710612039185,1.3876085615134939,-0.9220712642720944,66365.0
19386,1.5734348630744304,-2.4043082868468217,-2.571526506448708,5.8926243316651306,1.4108448856911449,-0.9893500821578178,119109.0
19386,1.8279779491806853,-2.3580115553859664,-2.36274674808167,6.060795148269893,1.3774800252445139,-0.839613393259765,213454.0
19386,2.1794415114433088,-2.580855250337191,-2.688788409554649,6.655609932307855,1.1310257151287306,-1.21995831871476,382199.0
19386,1.9166274733189617,-2.270075932586878,-2.479420088764464,6.258494206643394,1.2110676576669985,-0.9697912083967394,161712.0
19386,1.4883115053051723,-1.751417396214989,-2.3736575868753382,4.9301565391678555,0.9368640678215896,-0.2891438704223827,88528.0
19386,2.0709898923988224,-2.111094502913784,-2.659076057431917,5.23527654342043,0.7922382140961949,-0.9125731103306758,255952.0
19386,2.7578859852577113,-2.1978725784710784,-2.613561959603699,5.61555260804929,0.5828992929017921,-1.8301692185842047,462527.0
19386,2.4519380297879025,-2.123406165528001,-2.692659305630343,5.1504800265143365,1.006720629237635,-0.7411938333981062,103217.0
19386,2.3119503016580936,-1.8317323263983007,-2.5487960132031207,4.950406262899623,0.8715157671135294,-0.6792036837588087,141808.0
19386,2.8969641345514265,-1.9880919425024441,-2.8461061241698475,5.500665442697867,0.6260340246189888,-1.0044796066099821,388691.0
19386,3.4061171582582346,-2.1536601700180227,-2.8470620933842308,5.6775590197820724,0.6894973268311371,-1.1332499601068657,485263.0
19386,3.4192433442825734,-1.9358598874544635,-2.66770040033008,5.749937238761334,0.8655097473500728,-0.8105987009022249,92164.0
19386,3.062010202812809,-1.739710064028336,-2.290423165902037,5.629769686098848,0.529580798611348,-0.8651109886758711,146195.0
19386,3.457863936920347,-1.9515307168771099,-2.6334327651150655,5.479025451798353,0.9177393433531351,-0.698274675826877,299688.0
19386,3.711519009872557,-2.009179536117417,-2.828823456322075,5.479576173551571,0.5713426279278463,-0.17338614519375914,513794.0
19386,3.546856096840522,-1.854747134487865,-2.614957675314715,5.327981854755275,0.6591828739544706,-0.27356951367032545,243541.0
19386,3.447134871594325,-1.6569609795458136,-2.5422819309547573,4.9975898867554145,0.38055616142430126,-0.06159687000485004,167989.0
19386,4.125050533212107,-1.9334301282248367,-2.6597508461533885,5.028261938611344,0.5751296001041608,0.24463698859748706,131435.0
19386,3.3131428978114896,-1.8443892080346957,-2.3208203461644095,4.110487783021619,0.955500209685984,0.09483885773392518,-252229.0
19386,4.396704119180186,-1.9974040149532544,-2.431837507071748,4.849764433155752,0.9817485630513144,0.22793327443917777,-176561.0
19386,3.937736597109276,-2.1048891981075095,-2.3406448356621365,4.575879610701763,1.057138521812032,0.2646551646183683,14606.0
19386,4.288442476640925,-2.3938132240959806,-2.493607037486738,4.808404834135089,1.372290139871093,0.3004601779238983,273735.0
19386,4.767331081692388,-2.25576826540039,-2.440494718985395,4.810171338522331,1.0613522257393473,0.16818342414414078,376537.0
19386,4.53035694689691,-1.9585288447627407,-2.3316649351000645,4.990079344752302,1.4304751522681816,0.13235983824021114,103934.0
19386,4.740217091411937,-2.152262791718529,-2.134227129721863,4.549877829952394,1.344639154163459,0.4451017799922993,17492.0
19386,5.399770214944504,-2.2278759321517674,-2.242274214915886,4.721376607458449,1.4746148573600153,0.36042465205767216,275863.0
19386,5.949787690318328,-2.389233299925681,-2.167768493340967,4.756080351127288,1.4699322666667516,0.30903647458664113,364609.0
19386,6.019682948629548,-1.8178937545040927,-2.1414691163684783,5.414900292733583,1.6504017321529523,0.3710352981065326,5567.0
19386,6.279871352031898,-2.2200503573986774,-2.201994275270513,5.313070055360008,1.3035535297975598,0.4574096009416489,-230599.0
19386,5.970184884148435,-2.4771549662987264,-2.0008353214315138,4.37075909121851,1.5536462449458153,0.5817526476458054,-19663.0
19386,6.162772203738083,-2.459383838849917,-1.9353800944318609,4.649346959866663,1.5735568764164731,0.10840479204313237,-149771.0
19386,4.80765125365564,-1.9744053908568917,-1.7117435522506699,3.94809225656903,1.8992256267261998,-0.03510007090793542,-396570.0
19386,4.640492691772107,-2.171457156864703,-1.794818596801648,3.76530989659656,1.7804382192117545,0.28412208593150307,-190838.0
19386,5.2648192851083015,-2.433239403793736,-1.773516320125217,3.8273691908249927,1.9818245051107337,0.30279215842071044,-45702.0
19386,5.718244414761097,-2.5241948799697638,-1.7810462472713153,3.852733048662371,2.215275597660564,-0.07602811592556466,12165.0
19386,7.355894229069517,-1.837648765943896,-1.3569921246626342,3.731311519493578,2.5858875580984497,0.23759419787609007,-559117.0
19386,5.374654410485393,-2.3599292284072653,-0.7852757953711622,2.7450081950001177,2.4721592255621676,0.11769568361310243,-324664.0
19386,4.70378482654856,-2.390904326985036,-0.40589789110866886,2.5647776143305894,2.281468380882023,-0.6131427586160094,-76369.0
19386,5.111493259740766,-2.561582431833277,-1.1936393500232856,2.1813295733080253,2.6058195866743734,-0.18342161275161403,138706.0
