AIRLINE_ID,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,OP_PROFIT_LOSS
19386,0.19527908930799812,-1.650773473787651,-1.8203375217912459,4.488381088049964,0.3252307025189927,-0.4078509809970912,0.8397575897459153,-0.5520233761636893,-0.4039918402276595,-1.0362798064686296,0.6041506202665862,-0.009880071323549445,1.984939087284416,0.20022443958712535,-2.802239424536275,-0.1978795423174705,0.675827024012407,-0.07228525300431415,0.31403046226687126,-0.3868025423290573,-0.4257684245112678,-89823.0
19386,0.4303066392782679,-1.8254717158642835,-2.3913435954194857,4.673859984464527,0.43239171757285616,-0.5316363497279761,1.0528341411853308,-0.4491570034263863,-0.09549771468296363,-1.1557905341719448,0.6288263911396974,0.047890307332980615,1.8346401204414013,0.2572765108338433,-3.084824078476551,-0.029782794706043735,0.6651278170328203,0.1945808129847791,0.5499287131189863,-0.4306459995579122,-0.6708300301786572,63790.0
19386,0.9138305191348577,-1.9901569152927348,-1.4997515318480388,5.238304110585035,0.740745732075116,-0.5811530380840647,1.4013231713990284,-0.7671860700086918,-0.5496979571319871,-1.317065607954019,0.6251443327588335,0.12635222539839971,1.9957592768993804,0.1948168466062404,-3.1987560895670546,0.09987590948916655,0.740658441177904,0.5118506341617031,0.6038362992041479,-0.7463026839406406,-0.8369531685891357,116246.0
19386,1.371543538611168,-1.8135420325226017,-0.7697999807911629,5.361581895991808,1.1633435658876838,-0.7436576819764402,1.036520394611221,-0.24703705788257316,-1.1466403040241278,-1.067218759379631,0.43686453932924385,0.33407314441716174,2.479408880679753,-0.6481494576885602,-2.383872564751145,-0.19809159088685876,0.8471465462380741,0.3423769537148914,0.28823737496476054,-0.9019751980533346,-0.7201826506976386,-231881.0
19386,0.3022257492252426,-1.544154528268416,-0.464552858617282,4.923515626542808,1.0255838167540758,-0.47774849062622415,0.9868595766000703,-0.7300927932863172,-0.6618931636483024,-0.9748341735485371,0.1196090435222074,0.2504840913851199,2.392185329204034,-0.9453018692801102,-2.2802456670404267,0.04369653936132645,0.7770584961974338,0.31831453754178124,0.299267891408296,-0.7490590194126587,-0.969619886372287,-114621.0
19386,0.6557572847241075,-1.9559389732412231,-1.459426405707662,5.312410184662809,0.9526308234353699,-0.8771600744754328,1.0939591331952152,-0.7646847751911097,-0.4013049184929054,-1.091857284783099,0.26383516081531677,0.20906169165834806,2.0236790482610827,-0.5256226336481168,-2.751381282291588,0.07806653843899744,0.8641276127097726,0.2683639746584159,0.27925988977486155,-0.8115598065282238,-1.0469698701522765,39866.0
19386,1.4839174236098303,-2.2733954580288716,-2.6050393712026687,5.7161209897216185,1.0515343161198014,-0.9926890034155376,1.3321563570990853,-0.30330449620108935,-0.016508229279873343,-1.1980438518786856,0.5191370959294206,0.176344606350434,1.778273036029149,-0.16316048802913205,-3.2465231344218934,0.00852438801756325,0.8774080753846203,0.21913466459109746,0.5767749113173711,-0.7797484195307376,-0.9046081638128904,143299.0
19386,1.7178808138657056,-2.057045305306246,-2.5339077870854325,5.7163546318990575,1.1428071601996117,-0.8629871586152705,0.9336248880212052,-0.17598449729389884,-0.16760166966367454,-1.0697501776378715,0.5005829848357399,0.32656925177524665,2.101103763353972,-0.4656622931115767,-3.2258748373070762,-0.0048228717896709765,0.9399056165631633,0.07470855075486892,0.582731304660815,-0.7492978437295514,-1.023033254612651,-128660.0
19386,1.687001523563426,-2.192784493166329,-2.7029696281311635,5.943037109865389,1.015215817283617,-0.5901081650995806,0.9431146575264627,-0.4998735221432562,0.09712637614373448,-1.0867263145103925,0.5317183987229472,0.20567494627540497,2.2039779279243437,-0.32013835406662855,-4.0687379339020975,-0.42703684088190375,0.9856008072734106,0.2733819349000484,0.5007494672114974,-1.249442873951825,-0.8722091617609459,-85065.0
19386,1.9858894060142604,-2.2613593519340314,-2.644367643308918,5.983608175879196,1.1127009560926049,-0.9459640792793875,1.0496274250672997,-0.44658858568822407,-0.2413975025411966,-0.985770967643769,0.56770127842153,0.353415738781555,2.3921270169014632,-0.34045643892912186,-4.085872190429799,0.07732290760879712,1.4574256404957024,0.4577820127367263,0.44661156333071683,-1.4156152672918,-1.851833211854632,-126420.0
19386,2.2700141233911952,-2.4801098550329073,-2.7813786600946004,6.474284270990972,1.2738898983508342,-1.2280534283770763,1.4488592425582072,-0.4979600641759994,-0.6094319383229748,-1.0735791279765265,0.6503369751709964,0.41415604191516514,2.34590388512873,-0.11876753592044482,-4.59465923003768,8.659044714500578e-05,1.6635696209394597,0.6808168853867934,0.4470442153185397,-1.749807714681307,-1.9423148427979635,62698.0
19386,1.9002929087741283,-2.25607422479864,-2.395067228385851,6.168518547002693,1.4300911700321353,-0.8304712273520719,0.6172862650074274,-0.49434272067687546,-0.5560847167419011,-0.9677741914631444,0.4678964267526292,0.7050263286109058,2.584119799953466,-0.19998496172949592,-4.167601784421582,0.11583455624226388,1.624656845654982,0.5581985968426969,0.3248649799226497,-1.5007299094333157,-1.9090511122120635,-160016.0
19386,1.631826957868376,-2.1890583831958352,-1.9937028762780546,5.901457779585405,1.283119248279829,-0.743445587507574,1.0602080861789187,-0.6909138284886375,-0.4051858686155132,-1.0386301949594787,0.21572510374086748,0.7858688794423454,2.4098291027599252,-0.3481435623276842,-4.04762761866012,0.1457601276693286,1.452778277255975,0.5585117111968088,0.23462341056825325,-1.358420077132494,-2.0034764871646047,-57367.0
