INFO:training:Epoch: 1 | Training Loss: 746361.2583333333 | MAE: 14186698.25 | MSE: 15484814676956.688 | RMSE: 1854.647 | RSE: 183.9431 | RAE: 60.967 | Correlation: 0.8792999982833862
INFO:training:Epoch: 2 | Training Loss: 671225.4305555555 | MAE: 13177569.2586 | MSE: 14131405787559.725 | RMSE: 1794.517 | RSE: 168.2627 | RAE: 55.7551 | Correlation: 0.879800021648407
INFO:training:Epoch: 3 | Training Loss: 609575.3263888889 | MAE: 12047038.8276 | MSE: 12748010069733.518 | RMSE: 1725.1438 | RSE: 150.5851 | RAE: 49.8797 | Correlation: 0.880299985408783
INFO:training:Epoch: 4 | Training Loss: 539266.6347222222 | MAE: 10809940.9483 | MSE: 11395554568686.346 | RMSE: 1645.8539 | RSE: 130.2956 | RAE: 43.1576 | Correlation: 0.8808000087738037
INFO:training:Epoch: 5 | Training Loss: 469521.2375 | MAE: 9691268.7672 | MSE: 10331039766033.654 | RMSE: 1570.9094 | RSE: 111.1675 | RAE: 36.8432 | Correlation: 0.8806999921798706
INFO:training:Epoch: 6 | Training Loss: 407050.52430555556 | MAE: 8599985.194 | MSE: 9454000699180.139 | RMSE: 1494.4872 | RSE: 91.843 | RAE: 30.4663 | Correlation: 0.8805999755859375
INFO:training:Epoch: 7 | Training Loss: 336202.3958333333 | MAE: 7563420.7586 | MSE: 8763616894128.552 | RMSE: 1418.4182 | RSE: 72.5696 | RAE: 24.1077 | Correlation: 0.8801000118255615
INFO:training:Epoch: 8 | Training Loss: 271091.52743055555 | MAE: 6632758.7241 | MSE: 8290234148087.173 | RMSE: 1347.6961 | RSE: 53.9953 | RAE: 17.9986 | Correlation: 0.8792999982833862
INFO:training:Epoch: 9 | Training Loss: 214271.05034722222 | MAE: 5834789.4009 | MSE: 8015251152472.275 | RMSE: 1284.9957 | RSE: 36.0702 | RAE: 12.1379 | Correlation: 0.8784000277519226
INFO:training:Epoch: 10 | Training Loss: 163415.58402777778 | MAE: 5220861.0722 | MSE: 7919997724107.033 | RMSE: 1236.0916 | RSE: 19.6527 | RAE: 6.8279 | Correlation: 0.8774999976158142
INFO:training:Epoch: 11 | Training Loss: 127325.23680555556 | MAE: 4897725.7398 | MSE: 7952105701812.967 | RMSE: 1208.9412 | RSE: 6.4805 | RAE: 2.7124 | Correlation: 0.8766000270843506
INFO:training:Epoch: 12 | Training Loss: 116145.26692708333 | MAE: 4865398.0446 | MSE: 7980792637128.827 | RMSE: 1206.2986 | RSE: 2.5795 | RAE: 1.6148 | Correlation: 0.8762999773025513
INFO:training:Epoch: 13 | Training Loss: 116021.48940972223 | MAE: 4865400.981 | MSE: 7982310673065.932 | RMSE: 1206.2802 | RSE: 2.2624 | RAE: 1.528 | Correlation: 0.8762999773025513
INFO:training:Epoch: 14 | Training Loss: 114275.84565972222 | MAE: 4866918.1523 | MSE: 7984465918356.414 | RMSE: 1206.3769 | RSE: 1.9154 | RAE: 1.4313 | Correlation: 0.8762999773025513
INFO:training:Epoch: 15 | Training Loss: 115973.03914930555 | MAE: 4864818.9149 | MSE: 7974035549327.448 | RMSE: 1206.174 | RSE: 2.6722 | RAE: 1.64 | Correlation: 0.8763999938964844
INFO:training:Epoch: 16 | Training Loss: 116235.10260416666 | MAE: 4864948.682 | MSE: 7975873836730.483 | RMSE: 1206.1658 | RSE: 2.3741 | RAE: 1.5588 | Correlation: 0.8763999938964844
INFO:training:Epoch: 17 | Training Loss: 116540.4751736111 | MAE: 4864659.4356 | MSE: 7973705550392.275 | RMSE: 1206.1213 | RSE: 2.4412 | RAE: 1.5771 | Correlation: 0.8763999938964844
INFO:training:Epoch: 18 | Training Loss: 115932.04609375 | MAE: 4865217.3068 | MSE: 7966564153156.414 | RMSE: 1206.1335 | RSE: 3.034 | RAE: 1.7387 | Correlation: 0.8766000270843506
INFO:training:Epoch: 19 | Training Loss: 117036.39479166667 | MAE: 4864664.6439 | MSE: 7971879018999.173 | RMSE: 1206.0658 | RSE: 2.3471 | RAE: 1.5513 | Correlation: 0.8766000270843506
INFO:training:Epoch: 20 | Training Loss: 113748.83993055555 | MAE: 4871559.8488 | MSE: 7980402595373.517 | RMSE: 1206.541 | RSE: 1.5322 | RAE: 1.3154 | Correlation: 0.8766000270843506
INFO:training:Epoch: 21 | Training Loss: 118720.28246527778 | MAE: 4865689.9096 | MSE: 7971953134062.344 | RMSE: 1206.0983 | RSE: 1.96 | RAE: 1.4438 | Correlation: 0.8766000270843506
INFO:training:Epoch: 22 | Training Loss: 114081.5640625 | MAE: 4864111.919 | MSE: 7965910754651.586 | RMSE: 1205.9451 | RSE: 2.3746 | RAE: 1.5588 | Correlation: 0.8766999840736389
INFO:training:Epoch: 23 | Training Loss: 114969.18559027778 | MAE: 4865236.2919 | MSE: 7968688657803.033 | RMSE: 1206.0164 | RSE: 2.012 | RAE: 1.4584 | Correlation: 0.876800000667572
