INFO:training:Epoch: 1 | Training Loss: 1799118.2216981133 | MAE: 3511963.5141 | MSE: 7591060604579.701 | RMSE: 1376.8408 | RSE: 28.6647 | RAE: 12.2015 | Correlation: -0.8008000254631042
INFO:training:Epoch: 37 | Training Loss: 419149.2968381486 | MAE: 1538424.7205 | MSE: 2336901021787.4287 | RMSE: 933.7457 | RSE: 26.7677 | RAE: 6.935 | Correlation: 0.7994999885559082
INFO:training:Epoch: 38 | Training Loss: 409653.48127948114 | MAE: 1617100.9439 | MSE: 2382757102583.946 | RMSE: 952.8298 | RSE: 30.623 | RAE: 7.1884 | Correlation: 0.7997000217437744
INFO:training:Epoch: 39 | Training Loss: 425960.5022847877 | MAE: 1566140.214 | MSE: 2356566925774.8027 | RMSE: 938.4498 | RSE: 27.03 | RAE: 6.6738 | Correlation: 0.8001000285148621
INFO:training:Epoch: 40 | Training Loss: 401499.03110259434 | MAE: 1683441.1814 | MSE: 2603438358053.4424 | RMSE: 968.1024 | RSE: 28.3873 | RAE: 6.939 | Correlation: 0.796500027179718
INFO:training:Epoch: 41 | Training Loss: 389862.14556308964 | MAE: 1822003.2199 | MSE: 2772832797128.054 | RMSE: 1001.1267 | RSE: 53.1551 | RAE: 12.2074 | Correlation: 0.7968000173568726
INFO:training:Epoch: 42 | Training Loss: 394664.99395636795 | MAE: 1740176.7479 | MSE: 2618246485229.4966 | RMSE: 981.4066 | RSE: 42.569 | RAE: 10.5046 | Correlation: 0.7961999773979187
INFO:training:Epoch: 43 | Training Loss: 400206.84024911554 | MAE: 1954997.7213 | MSE: 2938113871722.2314 | RMSE: 1034.5595 | RSE: 61.9469 | RAE: 15.035 | Correlation: 0.7954000234603882
INFO:training:Epoch: 44 | Training Loss: 431992.39467865566 | MAE: 1619560.8274 | MSE: 2450137036166.966 | RMSE: 952.2738 | RSE: 32.6011 | RAE: 7.6643 | Correlation: 0.7985000014305115
INFO:training:Epoch: 45 | Training Loss: 394864.2731426887 | MAE: 1768746.6769 | MSE: 2738931746162.939 | RMSE: 991.3934 | RSE: 55.7886 | RAE: 12.6272 | Correlation: 0.7949000000953674
INFO:training:Epoch: 46 | Training Loss: 376654.56622199295 | MAE: 1721989.3385 | MSE: 2680375382298.1226 | RMSE: 980.0674 | RSE: 53.8914 | RAE: 12.3116 | Correlation: 0.7950000166893005
INFO:training:Epoch: 47 | Training Loss: 369904.3531839623 | MAE: 1614575.9478 | MSE: 2500798524695.0747 | RMSE: 954.6362 | RSE: 39.183 | RAE: 8.7508 | Correlation: 0.7968999743461609
INFO:training:Epoch: 48 | Training Loss: 384837.2402712264 | MAE: 1708248.3306 | MSE: 2753799038096.9795 | RMSE: 979.2088 | RSE: 52.1066 | RAE: 11.7898 | Correlation: 0.7940999865531921
INFO:training:Epoch: 49 | Training Loss: 383658.9447965802 | MAE: 1556520.7008 | MSE: 2319779218963.1562 | RMSE: 939.3204 | RSE: 35.4462 | RAE: 8.0118 | Correlation: 0.7990999817848206
INFO:training:Epoch: 50 | Training Loss: 374292.0761350236 | MAE: 1628034.5744 | MSE: 2401989088106.6665 | RMSE: 954.5786 | RSE: 40.6642 | RAE: 8.4878 | Correlation: 0.7997000217437744
INFO:training:Epoch: 51 | Training Loss: 393675.79910451063 | MAE: 1707716.572 | MSE: 2464311672769.306 | RMSE: 973.9122 | RSE: 41.6006 | RAE: 9.1043 | Correlation: 0.7986999750137329
INFO:training:Epoch: 52 | Training Loss: 367599.4111143868 | MAE: 1684572.7913 | MSE: 2594825055162.1226 | RMSE: 971.3812 | RSE: 45.4731 | RAE: 9.196 | Correlation: 0.796999990940094
INFO:training:Epoch: 53 | Training Loss: 360983.36976709904 | MAE: 1747365.0406 | MSE: 2716437338253.061 | RMSE: 989.7302 | RSE: 53.3955 | RAE: 11.4764 | Correlation: 0.795799970626831
INFO:training:Epoch: 54 | Training Loss: 382053.50740713446 | MAE: 1581329.5896 | MSE: 2475572660568.8164 | RMSE: 947.8466 | RSE: 32.1504 | RAE: 8.1577 | Correlation: 0.7975999712944031
INFO:training:Epoch: 55 | Training Loss: 372158.01916273584 | MAE: 1721615.9141 | MSE: 2699095002589.8774 | RMSE: 983.5745 | RSE: 49.4218 | RAE: 10.6334 | Correlation: 0.7968999743461609
INFO:training:Epoch: 56 | Training Loss: 351211.60333136795 | MAE: 1732913.6868 | MSE: 2697411426253.17 | RMSE: 986.2785 | RSE: 54.8789 | RAE: 12.1655 | Correlation: 0.796999990940094
INFO:training:Epoch: 57 | Training Loss: 339021.1045106132 | MAE: 1958693.5163 | MSE: 3176989455619.9185 | RMSE: 1042.6325 | RSE: 72.3697 | RAE: 16.47 | Correlation: 0.7936999797821045
INFO:training:Epoch: 58 | Training Loss: 378557.7644089033 | MAE: 1594484.9279 | MSE: 2518443233077.7686 | RMSE: 948.98 | RSE: 31.2572 | RAE: 7.6654 | Correlation: 0.7982000112533569
INFO:training:Epoch: 59 | Training Loss: 355721.23127948114 | MAE: 1656367.8611 | MSE: 2618566682054.531 | RMSE: 967.7025 | RSE: 49.4563 | RAE: 10.8697 | Correlation: 0.796999990940094
INFO:training:Epoch: 60 | Training Loss: 355400.3693985849 | MAE: 1680263.852 | MSE: 2597256288269.932 | RMSE: 972.1121 | RSE: 38.7132 | RAE: 9.2902 | Correlation: 0.7972000241279602
INFO:training:Epoch: 61 | Training Loss: 339665.70806308964 | MAE: 1646783.6471 | MSE: 2552462875498.6665 | RMSE: 964.8737 | RSE: 35.1825 | RAE: 8.958 | Correlation: 0.7979000210762024
INFO:training:Epoch: 62 | Training Loss: 374329.99329304247 | MAE: 1724063.4727 | MSE: 2624029776948.245 | RMSE: 983.9343 | RSE: 40.4245 | RAE: 9.7312 | Correlation: 0.7972000241279602
INFO:training:Epoch: 63 | Training Loss: 350385.7466465212 | MAE: 1625405.9476 | MSE: 2429949754611.374 | RMSE: 959.5879 | RSE: 35.3788 | RAE: 8.4764 | Correlation: 0.7983999848365784
INFO:training:Epoch: 64 | Training Loss: 321944.54941774765 | MAE: 1702554.0911 | MSE: 2426397647995.6465 | RMSE: 976.7485 | RSE: 34.8151 | RAE: 8.8658 | Correlation: 0.798799991607666
INFO:training:Epoch: 65 | Training Loss: 332601.065964033 | MAE: 1668126.6409 | MSE: 2623920166890.449 | RMSE: 970.0056 | RSE: 26.951 | RAE: 7.2992 | Correlation: 0.7962999939918518
INFO:training:Epoch: 66 | Training Loss: 360452.96521226416 | MAE: 1609808.1789 | MSE: 2468307679917.061 | RMSE: 954.2948 | RSE: 34.7291 | RAE: 8.3728 | Correlation: 0.7975999712944031
INFO:training:Epoch: 67 | Training Loss: 356178.8310362618 | MAE: 1709429.5649 | MSE: 2619314884747.6465 | RMSE: 980.1202 | RSE: 29.3103 | RAE: 7.4373 | Correlation: 0.7968999743461609
INFO:training:Epoch: 68 | Training Loss: 349191.32012824295 | MAE: 1670741.3177 | MSE: 2517356497019.211 | RMSE: 969.5887 | RSE: 31.2344 | RAE: 8.2102 | Correlation: 0.7979000210762024
INFO:training:Epoch: 69 | Training Loss: 330263.20415683964 | MAE: 1746230.4413 | MSE: 2862265154067.1562 | RMSE: 988.9851 | RSE: 41.6952 | RAE: 10.4997 | Correlation: 0.7943000197410583
INFO:training:Epoch: 70 | Training Loss: 318886.94398584904 | MAE: 1877424.4743 | MSE: 2936531672508.789 | RMSE: 1019.4301 | RSE: 46.7584 | RAE: 11.492 | Correlation: 0.7943000197410583
INFO:training:Epoch: 71 | Training Loss: 335975.44568101416 | MAE: 1939319.9579 | MSE: 3012332196129.959 | RMSE: 1033.2724 | RSE: 38.0891 | RAE: 10.7741 | Correlation: 0.7949000000953674
INFO:training:Epoch: 72 | Training Loss: 317955.2897995283 | MAE: 1798626.3426 | MSE: 2805430257734.095 | RMSE: 999.2296 | RSE: 30.4102 | RAE: 8.5301 | Correlation: 0.7960000038146973
INFO:training:Epoch: 73 | Training Loss: 315358.0212264151 | MAE: 1703633.1915 | MSE: 2713214099296.653 | RMSE: 977.7579 | RSE: 36.2234 | RAE: 9.7685 | Correlation: 0.7953000068664551
INFO:training:Epoch: 74 | Training Loss: 312926.8924675708 | MAE: 1781073.2379 | MSE: 2953373067402.449 | RMSE: 996.9606 | RSE: 32.763 | RAE: 8.6759 | Correlation: 0.7943000197410583
INFO:training:Epoch: 75 | Training Loss: 316736.15735554247 | MAE: 1885000.5384 | MSE: 3027804855366.095 | RMSE: 1025.2366 | RSE: 57.4725 | RAE: 12.6766 | Correlation: 0.7947999835014343
INFO:training:Epoch: 76 | Training Loss: 313558.849167158 | MAE: 1923450.5139 | MSE: 3427523061352.381 | RMSE: 1033.7255 | RSE: 39.8739 | RAE: 10.0815 | Correlation: 0.7914000153541565
INFO:training:Epoch: 77 | Training Loss: 327519.75 | MAE: 1680834.5397 | MSE: 2478731209642.8843 | RMSE: 971.9292 | RSE: 28.8843 | RAE: 7.3973 | Correlation: 0.7976999878883362
INFO:training:Epoch: 78 | Training Loss: 311681.13384433964 | MAE: 1718562.537 | MSE: 2653703658198.204 | RMSE: 980.2333 | RSE: 29.6083 | RAE: 7.6791 | Correlation: 0.7972000241279602
INFO:training:Epoch: 79 | Training Loss: 314319.3291199882 | MAE: 1685404.8359 | MSE: 2775481866979.265 | RMSE: 973.8255 | RSE: 32.2934 | RAE: 8.6778 | Correlation: 0.7947999835014343
INFO:training:Epoch: 80 | Training Loss: 315894.08870135614 | MAE: 1611914.9072 | MSE: 2412825696142.8027 | RMSE: 956.1046 | RSE: 33.4655 | RAE: 8.1733 | Correlation: 0.7986000180244446
INFO:training:Epoch: 81 | Training Loss: 283005.2419295401 | MAE: 1823988.8825 | MSE: 3048413992298.2314 | RMSE: 1010.2946 | RSE: 33.5208 | RAE: 9.1062 | Correlation: 0.7940999865531921
INFO:training:Epoch: 82 | Training Loss: 324896.6015625 | MAE: 1794618.9553 | MSE: 2917997820015.4556 | RMSE: 1002.6413 | RSE: 39.1984 | RAE: 9.8544 | Correlation: 0.7950000166893005
INFO:training:Epoch: 83 | Training Loss: 296590.5183151533 | MAE: 1789847.6906 | MSE: 2870057464367.4556 | RMSE: 1000.507 | RSE: 41.6896 | RAE: 10.4802 | Correlation: 0.7957000136375427
INFO:training:Epoch: 84 | Training Loss: 305059.54282134434 | MAE: 1771019.4342 | MSE: 2747193398167.5103 | RMSE: 995.7081 | RSE: 40.0727 | RAE: 9.5013 | Correlation: 0.7961999773979187
INFO:training:Epoch: 85 | Training Loss: 297653.28040241747 | MAE: 1711046.561 | MSE: 2636449597900.626 | RMSE: 981.1137 | RSE: 38.7927 | RAE: 9.1404 | Correlation: 0.796999990940094
INFO:training:Epoch: 86 | Training Loss: 295951.78305571934 | MAE: 1920832.0525 | MSE: 3079987581390.15 | RMSE: 1032.8147 | RSE: 50.5247 | RAE: 12.3046 | Correlation: 0.7932000160217285
INFO:training:Epoch: 87 | Training Loss: 297364.20415683964 | MAE: 1751863.1084 | MSE: 2675765201567.4556 | RMSE: 989.5774 | RSE: 37.3347 | RAE: 9.094 | Correlation: 0.7961999773979187
INFO:training:Epoch: 88 | Training Loss: 287436.9251179245 | MAE: 1779724.4121 | MSE: 2720613741665.0884 | RMSE: 997.3844 | RSE: 46.3637 | RAE: 11.1123 | Correlation: 0.7962999939918518
INFO:training:Epoch: 89 | Training Loss: 290036.1448260613 | MAE: 1668626.0462 | MSE: 2624653493676.2993 | RMSE: 969.6684 | RSE: 31.2353 | RAE: 8.0782 | Correlation: 0.7965999841690063
INFO:training:Epoch: 90 | Training Loss: 290764.1037735849 | MAE: 1603847.2553 | MSE: 2327920734732.408 | RMSE: 950.8657 | RSE: 27.2141 | RAE: 7.2141 | Correlation: 0.7996000051498413
INFO:training:Epoch: 91 | Training Loss: 289192.42681308964 | MAE: 1654709.36 | MSE: 2503882610132.4624 | RMSE: 965.1765 | RSE: 33.5775 | RAE: 8.4666 | Correlation: 0.7973999977111816
INFO:training:Epoch: 92 | Training Loss: 291637.8950471698 | MAE: 1840651.3072 | MSE: 2760776694970.5576 | RMSE: 1013.5764 | RSE: 47.4773 | RAE: 11.2924 | Correlation: 0.7958999872207642
INFO:training:Epoch: 93 | Training Loss: 307957.2682414505 | MAE: 1667331.7018 | MSE: 2437119260405.551 | RMSE: 967.4363 | RSE: 28.9454 | RAE: 7.3532 | Correlation: 0.7993999719619751
INFO:training:Epoch: 94 | Training Loss: 285454.82609817217 | MAE: 1768568.0295 | MSE: 2732570964030.694 | RMSE: 995.6533 | RSE: 43.4007 | RAE: 10.8297 | Correlation: 0.7958999872207642
INFO:training:Epoch: 95 | Training Loss: 304310.796432783 | MAE: 1931604.2903 | MSE: 2997180917793.796 | RMSE: 1037.373 | RSE: 53.7256 | RAE: 11.9139 | Correlation: 0.7947999835014343
INFO:training:Epoch: 96 | Training Loss: 279471.4788104363 | MAE: 1788495.293 | MSE: 2790952249382.531 | RMSE: 1000.986 | RSE: 44.811 | RAE: 10.4648 | Correlation: 0.7961999773979187
INFO:training:Epoch: 97 | Training Loss: 270852.8302992335 | MAE: 1651278.0273 | MSE: 2537796131311.0205 | RMSE: 965.211 | RSE: 27.0952 | RAE: 7.1732 | Correlation: 0.7972999811172485
INFO:training:Epoch: 98 | Training Loss: 295258.5387676887 | MAE: 1771328.485 | MSE: 2594005827139.483 | RMSE: 993.6784 | RSE: 32.5196 | RAE: 8.337 | Correlation: 0.7968000173568726
INFO:training:Epoch: 99 | Training Loss: 278714.0893646816 | MAE: 1735763.1478 | MSE: 2579018703699.048 | RMSE: 985.2186 | RSE: 27.303 | RAE: 7.5654 | Correlation: 0.7967000007629395
INFO:training:Epoch: 100 | Training Loss: 291509.07289209904 | MAE: 1695597.5622 | MSE: 2667108220576.218 | RMSE: 978.8368 | RSE: 28.2528 | RAE: 7.5452 | Correlation: 0.7958999872207642
