INFO:training:Epoch: 1 | Training Loss: 18392709.773584906 | MAE: 16273068.7075 | MSE: 68383007614767.02 | RMSE: 2858.7273 | RSE: 438.6112 | RAE: 199.5003 | Correlation: 0.8008000254631042
INFO:training:Epoch: 12 | Training Loss: 4974328.903301887 | MAE: 6715808.7604 | MSE: 16969331911714.828 | RMSE: 1853.9272 | RSE: 110.3756 | RAE: 57.2107 | Correlation: 0.7522000074386597
INFO:training:Epoch: 13 | Training Loss: 4684404.594339622 | MAE: 6412106.9522 | MSE: 15684299012862.26 | RMSE: 1812.2723 | RSE: 101.4979 | RAE: 53.0027 | Correlation: 0.753000020980835
INFO:training:Epoch: 14 | Training Loss: 4396737.52004717 | MAE: 6061663.2128 | MSE: 14104572257300.898 | RMSE: 1762.9651 | RSE: 93.8502 | RAE: 49.1719 | Correlation: 0.7541999816894531
INFO:training:Epoch: 15 | Training Loss: 4078073.1709905663 | MAE: 5588229.2703 | MSE: 11981399496829.389 | RMSE: 1694.304 | RSE: 86.6078 | RAE: 45.2688 | Correlation: 0.7559999823570251
INFO:training:Epoch: 16 | Training Loss: 3712833.0625 | MAE: 5095495.2185 | MSE: 9980486605176.164 | RMSE: 1619.6923 | RSE: 78.8523 | RAE: 41.1138 | Correlation: 0.7591000199317932
INFO:training:Epoch: 17 | Training Loss: 3309022.963443396 | MAE: 4511963.1528 | MSE: 7884326907026.286 | RMSE: 1527.0427 | RSE: 71.9123 | RAE: 37.0843 | Correlation: 0.7645999789237976
INFO:training:Epoch: 18 | Training Loss: 2883426.6261792453 | MAE: 4171210.7477 | MSE: 7096428600870.3125 | RMSE: 1470.568 | RSE: 59.672 | RAE: 31.6019 | Correlation: 0.7666000127792358
INFO:training:Epoch: 19 | Training Loss: 2480500.712264151 | MAE: 3711712.5931 | MSE: 5955578661203.592 | RMSE: 1390.7241 | RSE: 51.2573 | RAE: 27.2012 | Correlation: 0.7692000269889832
INFO:training:Epoch: 20 | Training Loss: 2103797.727004717 | MAE: 3369513.3896 | MSE: 5359460330621.388 | RMSE: 1328.1772 | RSE: 42.5319 | RAE: 22.7228 | Correlation: 0.7702000141143799
INFO:training:Epoch: 21 | Training Loss: 1772965.2479363207 | MAE: 3084481.3672 | MSE: 4803594536214.64 | RMSE: 1275.1532 | RSE: 36.0741 | RAE: 19.2017 | Correlation: 0.771399974822998
INFO:training:Epoch: 22 | Training Loss: 1519717.4752358492 | MAE: 2942766.2099 | MSE: 4508064484503.51 | RMSE: 1244.8139 | RSE: 31.7961 | RAE: 16.7372 | Correlation: 0.7720000147819519
INFO:training:Epoch: 23 | Training Loss: 1347987.9793632075 | MAE: 2838361.6549 | MSE: 4710868545306.122 | RMSE: 1226.1411 | RSE: 31.6622 | RAE: 13.9872 | Correlation: 0.770799994468689
INFO:training:Epoch: 24 | Training Loss: 1196252.59375 | MAE: 2756082.4859 | MSE: 4591570062595.483 | RMSE: 1208.3808 | RSE: 29.9429 | RAE: 12.2912 | Correlation: 0.7709000110626221
INFO:training:Epoch: 25 | Training Loss: 1102010.0632370282 | MAE: 2709929.8934 | MSE: 4569453622299.864 | RMSE: 1199.4741 | RSE: 28.2299 | RAE: 10.917 | Correlation: 0.7706999778747559
INFO:training:Epoch: 26 | Training Loss: 1017840.7675412736 | MAE: 2662572.1873 | MSE: 4514633108837.878 | RMSE: 1189.9825 | RSE: 25.4293 | RAE: 9.9587 | Correlation: 0.7705000042915344
INFO:training:Epoch: 27 | Training Loss: 966763.9805424528 | MAE: 2604997.548 | MSE: 4460932861492.463 | RMSE: 1177.7849 | RSE: 24.0364 | RAE: 9.1357 | Correlation: 0.7703999876976013
INFO:training:Epoch: 28 | Training Loss: 915083.3512676887 | MAE: 2554415.0118 | MSE: 4350205174968.707 | RMSE: 1167.808 | RSE: 19.6943 | RAE: 8.5056 | Correlation: 0.7705000042915344
INFO:training:Epoch: 29 | Training Loss: 885247.2443985849 | MAE: 2496791.863 | MSE: 4247848522443.7554 | RMSE: 1155.4215 | RSE: 18.4207 | RAE: 8.0392 | Correlation: 0.7706000208854675
INFO:training:Epoch: 30 | Training Loss: 847508.4573997641 | MAE: 2464280.1853 | MSE: 4226850920853.769 | RMSE: 1149.1603 | RSE: 16.8725 | RAE: 7.6214 | Correlation: 0.7706000208854675
INFO:training:Epoch: 31 | Training Loss: 815870.033387382 | MAE: 2407816.9188 | MSE: 4104032559395.9185 | RMSE: 1136.3553 | RSE: 16.2655 | RAE: 7.2799 | Correlation: 0.7709000110626221
INFO:training:Epoch: 32 | Training Loss: 793247.1684846698 | MAE: 2366174.7519 | MSE: 4017337847098.34 | RMSE: 1127.0271 | RSE: 16.6203 | RAE: 7.1145 | Correlation: 0.7710999846458435
INFO:training:Epoch: 33 | Training Loss: 775095.2025353773 | MAE: 2333406.424 | MSE: 3965067167557.415 | RMSE: 1119.697 | RSE: 15.471 | RAE: 6.7944 | Correlation: 0.7713000178337097
INFO:training:Epoch: 34 | Training Loss: 756076.6212411557 | MAE: 2287044.3507 | MSE: 3862554578196.4624 | RMSE: 1109.9469 | RSE: 13.7427 | RAE: 6.6089 | Correlation: 0.7717000246047974
INFO:training:Epoch: 35 | Training Loss: 732500.4470076651 | MAE: 2257438.1702 | MSE: 3819973989252.3535 | RMSE: 1103.378 | RSE: 13.0947 | RAE: 6.3478 | Correlation: 0.7718999981880188
INFO:training:Epoch: 36 | Training Loss: 711967.1839622641 | MAE: 2225994.4439 | MSE: 3763851539526.5303 | RMSE: 1096.711 | RSE: 12.6687 | RAE: 6.1911 | Correlation: 0.7721999883651733
INFO:training:Epoch: 37 | Training Loss: 700223.251953125 | MAE: 2210035.4262 | MSE: 3712446902919.183 | RMSE: 1092.3931 | RSE: 13.0951 | RAE: 6.0826 | Correlation: 0.7724000215530396
INFO:training:Epoch: 38 | Training Loss: 687218.2548643867 | MAE: 2170747.7699 | MSE: 3628651740810.0137 | RMSE: 1083.6633 | RSE: 12.2049 | RAE: 5.8895 | Correlation: 0.7728999853134155
INFO:training:Epoch: 39 | Training Loss: 674887.7627505896 | MAE: 2148941.2319 | MSE: 3571859586309.8774 | RMSE: 1078.5615 | RSE: 12.3147 | RAE: 5.7947 | Correlation: 0.7732999920845032
INFO:training:Epoch: 40 | Training Loss: 664327.6267320166 | MAE: 2111612.0868 | MSE: 3503335720975.6733 | RMSE: 1070.6075 | RSE: 11.2743 | RAE: 5.8508 | Correlation: 0.7736999988555908
INFO:training:Epoch: 41 | Training Loss: 652052.9915241746 | MAE: 2131732.8852 | MSE: 3516110492200.381 | RMSE: 1074.0787 | RSE: 13.0593 | RAE: 5.8447 | Correlation: 0.7738999724388123
INFO:training:Epoch: 42 | Training Loss: 646608.1624410377 | MAE: 2077778.8725 | MSE: 3430039305824.653 | RMSE: 1062.2677 | RSE: 11.0803 | RAE: 5.3913 | Correlation: 0.7742999792098999
INFO:training:Epoch: 43 | Training Loss: 633389.662735849 | MAE: 2059066.2581 | MSE: 3389816742783.782 | RMSE: 1057.7583 | RSE: 10.7904 | RAE: 5.271 | Correlation: 0.7745000123977661
INFO:training:Epoch: 44 | Training Loss: 631516.0409787736 | MAE: 2030464.3824 | MSE: 3329235901016.381 | RMSE: 1050.9305 | RSE: 10.1405 | RAE: 5.2514 | Correlation: 0.7749000191688538
INFO:training:Epoch: 45 | Training Loss: 618375.8791273584 | MAE: 2002102.9854 | MSE: 3289412000727.5103 | RMSE: 1044.9235 | RSE: 9.8525 | RAE: 5.1818 | Correlation: 0.7753000259399414
INFO:training:Epoch: 46 | Training Loss: 609240.4142099057 | MAE: 1997130.8505 | MSE: 3253237968041.143 | RMSE: 1042.964 | RSE: 10.3343 | RAE: 5.096 | Correlation: 0.7756999731063843
INFO:training:Epoch: 47 | Training Loss: 603529.5589622641 | MAE: 1966373.0365 | MSE: 3216269771066.3403 | RMSE: 1036.5606 | RSE: 9.8202 | RAE: 5.0476 | Correlation: 0.7760000228881836
INFO:training:Epoch: 48 | Training Loss: 597842.3733048349 | MAE: 1970634.1645 | MSE: 3196842117782.857 | RMSE: 1036.6048 | RSE: 10.5636 | RAE: 5.053 | Correlation: 0.776199996471405
INFO:training:Epoch: 49 | Training Loss: 586890.540389151 | MAE: 1985564.3254 | MSE: 3190218952699.864 | RMSE: 1039.8868 | RSE: 11.7673 | RAE: 5.3115 | Correlation: 0.7764000296592712
INFO:training:Epoch: 50 | Training Loss: 585175.7115271227 | MAE: 1944134.341 | MSE: 3136073071766.367 | RMSE: 1030.1315 | RSE: 10.8725 | RAE: 5.0335 | Correlation: 0.7768999934196472
INFO:training:Epoch: 51 | Training Loss: 578687.1287588443 | MAE: 1930536.2278 | MSE: 3120361644552.4897 | RMSE: 1027.0598 | RSE: 11.0053 | RAE: 5.014 | Correlation: 0.7771000266075134
INFO:training:Epoch: 52 | Training Loss: 578491.3747788916 | MAE: 1936803.6853 | MSE: 3097115262209.306 | RMSE: 1028.6455 | RSE: 11.9889 | RAE: 5.19 | Correlation: 0.7774999737739563
INFO:training:Epoch: 53 | Training Loss: 574232.1264740566 | MAE: 1913276.8611 | MSE: 3080075750701.4966 | RMSE: 1023.0089 | RSE: 11.8702 | RAE: 5.1056 | Correlation: 0.7775999903678894
INFO:training:Epoch: 54 | Training Loss: 571465.337264151 | MAE: 1939835.5033 | MSE: 3071486573761.959 | RMSE: 1028.9958 | RSE: 13.8657 | RAE: 5.5844 | Correlation: 0.777999997138977
INFO:training:Epoch: 55 | Training Loss: 567151.8464770047 | MAE: 1849209.5906 | MSE: 2979956643497.578 | RMSE: 1008.3543 | RSE: 10.0029 | RAE: 4.7343 | Correlation: 0.7784000039100647
INFO:training:Epoch: 56 | Training Loss: 563951.7833505307 | MAE: 1837892.2765 | MSE: 2965689386256.5444 | RMSE: 1005.729 | RSE: 10.0854 | RAE: 4.6991 | Correlation: 0.7785000205039978
INFO:training:Epoch: 57 | Training Loss: 552640.7991597877 | MAE: 1888740.4689 | MSE: 2978598650137.469 | RMSE: 1017.0374 | RSE: 12.8656 | RAE: 5.2294 | Correlation: 0.7786999940872192
INFO:training:Epoch: 58 | Training Loss: 557091.484375 | MAE: 1852167.6249 | MSE: 2942697600882.939 | RMSE: 1008.8035 | RSE: 12.1817 | RAE: 5.0104 | Correlation: 0.7789999842643738
INFO:training:Epoch: 59 | Training Loss: 548325.2256043633 | MAE: 1835409.6948 | MSE: 2922291509113.905 | RMSE: 1004.8941 | RSE: 12.0556 | RAE: 4.9352 | Correlation: 0.77920001745224
INFO:training:Epoch: 60 | Training Loss: 548421.51171875 | MAE: 1821453.1494 | MSE: 2900950816028.517 | RMSE: 1001.6433 | RSE: 11.8194 | RAE: 4.8523 | Correlation: 0.7795000076293945
INFO:training:Epoch: 61 | Training Loss: 547499.9526090802 | MAE: 1855233.4898 | MSE: 2910801476784.7617 | RMSE: 1009.1739 | RSE: 14.0044 | RAE: 5.3765 | Correlation: 0.779699981212616
INFO:training:Epoch: 62 | Training Loss: 541202.1125442217 | MAE: 1818080.3786 | MSE: 2874542448146.068 | RMSE: 1000.5757 | RSE: 12.7851 | RAE: 5.0513 | Correlation: 0.7799000144004822
INFO:training:Epoch: 63 | Training Loss: 539826.0337558963 | MAE: 1830394.7944 | MSE: 2877373514321.85 | RMSE: 1003.3931 | RSE: 14.0774 | RAE: 5.3344 | Correlation: 0.7800999879837036
INFO:training:Epoch: 64 | Training Loss: 537463.843307783 | MAE: 1850716.8491 | MSE: 2889415058378.0137 | RMSE: 1008.1109 | RSE: 15.5457 | RAE: 5.7009 | Correlation: 0.7802000045776367
INFO:training:Epoch: 65 | Training Loss: 534289.0641214623 | MAE: 1836195.716 | MSE: 2872206299567.0205 | RMSE: 1004.7644 | RSE: 15.5156 | RAE: 5.6888 | Correlation: 0.7804999947547913
INFO:training:Epoch: 66 | Training Loss: 536568.7970961084 | MAE: 1796796.9825 | MSE: 2824744582242.3945 | RMSE: 995.5151 | RSE: 14.1326 | RAE: 5.2594 | Correlation: 0.7807000279426575
INFO:training:Epoch: 67 | Training Loss: 537563.7668042453 | MAE: 1759372.4652 | MSE: 2790604536874.449 | RMSE: 987.1796 | RSE: 12.8545 | RAE: 4.9584 | Correlation: 0.781000018119812
INFO:training:Epoch: 68 | Training Loss: 528194.4537883254 | MAE: 1818895.4521 | MSE: 2834156103663.4556 | RMSE: 1000.7333 | RSE: 16.5957 | RAE: 5.8608 | Correlation: 0.781000018119812
INFO:training:Epoch: 69 | Training Loss: 526679.9847435141 | MAE: 1804823.2979 | MSE: 2815197913411.9185 | RMSE: 997.492 | RSE: 16.4099 | RAE: 5.7652 | Correlation: 0.7810999751091003
INFO:training:Epoch: 70 | Training Loss: 524934.8827387972 | MAE: 1778296.6188 | MSE: 2783721591926.422 | RMSE: 991.2398 | RSE: 15.5755 | RAE: 5.5194 | Correlation: 0.7814000248908997
INFO:training:Epoch: 71 | Training Loss: 522420.10922759434 | MAE: 1788029.5572 | MSE: 2784863631946.0137 | RMSE: 993.5361 | RSE: 16.297 | RAE: 5.6721 | Correlation: 0.781499981880188
INFO:training:Epoch: 72 | Training Loss: 522957.78515625 | MAE: 1808944.1608 | MSE: 2802061239998.2583 | RMSE: 998.3899 | RSE: 18.4022 | RAE: 6.1801 | Correlation: 0.7815999984741211
INFO:training:Epoch: 73 | Training Loss: 524077.96152712265 | MAE: 1759735.9351 | MSE: 2755512967051.32 | RMSE: 986.9409 | RSE: 15.7274 | RAE: 5.5087 | Correlation: 0.7817999720573425
INFO:training:Epoch: 74 | Training Loss: 522232.51164504717 | MAE: 1755739.7449 | MSE: 2740244782900.245 | RMSE: 986.0052 | RSE: 15.9963 | RAE: 5.5641 | Correlation: 0.7820000052452087
INFO:training:Epoch: 75 | Training Loss: 518817.594634434 | MAE: 1762499.5903 | MSE: 2735288811299.483 | RMSE: 987.4762 | RSE: 16.6289 | RAE: 5.7051 | Correlation: 0.7821000218391418
INFO:training:Epoch: 76 | Training Loss: 514952.21152712265 | MAE: 1744689.1075 | MSE: 2718154160185.034 | RMSE: 983.3315 | RSE: 15.8542 | RAE: 5.521 | Correlation: 0.7821999788284302
INFO:training:Epoch: 77 | Training Loss: 521791.64489976416 | MAE: 1827402.5221 | MSE: 2786846689884.952 | RMSE: 1001.8019 | RSE: 20.8446 | RAE: 6.7525 | Correlation: 0.7821999788284302
INFO:training:Epoch: 78 | Training Loss: 522854.9938458137 | MAE: 1752272.0486 | MSE: 2709391462420.898 | RMSE: 984.9298 | RSE: 17.2997 | RAE: 5.8166 | Correlation: 0.7825999855995178
INFO:training:Epoch: 79 | Training Loss: 514506.5171543337 | MAE: 1763467.9479 | MSE: 2727387319106.177 | RMSE: 987.5715 | RSE: 18.2438 | RAE: 6.029 | Correlation: 0.7825000286102295
INFO:training:Epoch: 80 | Training Loss: 514559.98039504717 | MAE: 1733072.2314 | MSE: 2693511094012.952 | RMSE: 980.5203 | RSE: 16.934 | RAE: 5.7052 | Correlation: 0.7827000021934509
INFO:training:Epoch: 81 | Training Loss: 510762.92180129717 | MAE: 1749589.0838 | MSE: 2705086928970.0137 | RMSE: 984.2615 | RSE: 18.5389 | RAE: 6.0357 | Correlation: 0.782800018787384
INFO:training:Epoch: 82 | Training Loss: 512095.3783534788 | MAE: 1763312.1351 | MSE: 2717482593188.5713 | RMSE: 987.3231 | RSE: 19.5387 | RAE: 6.2803 | Correlation: 0.782800018787384
INFO:training:Epoch: 83 | Training Loss: 510755.1960863797 | MAE: 1724597.3165 | MSE: 2677342491796.5713 | RMSE: 978.4249 | RSE: 17.7521 | RAE: 5.8343 | Correlation: 0.7829999923706055
INFO:training:Epoch: 84 | Training Loss: 508857.39563679247 | MAE: 1745314.2431 | MSE: 2690088065631.782 | RMSE: 983.1537 | RSE: 19.9394 | RAE: 6.2905 | Correlation: 0.7831000089645386
INFO:training:Epoch: 85 | Training Loss: 507455.90414946934 | MAE: 1726965.0864 | MSE: 2669290093421.932 | RMSE: 978.9443 | RSE: 19.2381 | RAE: 6.1107 | Correlation: 0.7832000255584717
INFO:training:Epoch: 86 | Training Loss: 505972.0667010613 | MAE: 1717660.9785 | MSE: 2656652881910.966 | RMSE: 976.725 | RSE: 19.0439 | RAE: 6.0626 | Correlation: 0.7833999991416931
INFO:training:Epoch: 87 | Training Loss: 505121.62192290684 | MAE: 1745525.5213 | MSE: 2669378193751.0747 | RMSE: 982.5868 | RSE: 20.8265 | RAE: 6.4782 | Correlation: 0.7833999991416931
INFO:training:Epoch: 88 | Training Loss: 504751.24734669813 | MAE: 1719166.4809 | MSE: 2646701159714.177 | RMSE: 976.8784 | RSE: 20.0001 | RAE: 6.2505 | Correlation: 0.7835999727249146
INFO:training:Epoch: 89 | Training Loss: 508817.8301149764 | MAE: 1746699.0671 | MSE: 2661155460133.007 | RMSE: 982.5486 | RSE: 21.6594 | RAE: 6.6457 | Correlation: 0.7835999727249146
INFO:training:Epoch: 90 | Training Loss: 507287.34312352596 | MAE: 1744082.4246 | MSE: 2658301515233.959 | RMSE: 981.8805 | RSE: 21.7892 | RAE: 6.6579 | Correlation: 0.7836999893188477
INFO:training:Epoch: 91 | Training Loss: 501720.92102741747 | MAE: 1725521.4419 | MSE: 2637081674280.7075 | RMSE: 977.7397 | RSE: 21.2204 | RAE: 6.5037 | Correlation: 0.7838000059127808
INFO:training:Epoch: 92 | Training Loss: 499386.73820754717 | MAE: 1697851.5627 | MSE: 2612457870360.163 | RMSE: 971.5353 | RSE: 20.1058 | RAE: 6.2471 | Correlation: 0.7839999794960022
INFO:training:Epoch: 93 | Training Loss: 497875.1646152712 | MAE: 1729432.4542 | MSE: 2637989074744.163 | RMSE: 978.7322 | RSE: 22.7448 | RAE: 6.8135 | Correlation: 0.7839000225067139
INFO:training:Epoch: 94 | Training Loss: 507461.9928508255 | MAE: 1720536.2845 | MSE: 2630491474445.061 | RMSE: 976.4805 | RSE: 21.9809 | RAE: 6.6424 | Correlation: 0.7839000225067139
INFO:training:Epoch: 95 | Training Loss: 499449.67032724054 | MAE: 1733776.6549 | MSE: 2641254635259.211 | RMSE: 979.4431 | RSE: 23.0492 | RAE: 6.8821 | Correlation: 0.7839000225067139
INFO:training:Epoch: 96 | Training Loss: 503043.598540684 | MAE: 1722254.2805 | MSE: 2626251115346.5034 | RMSE: 976.8633 | RSE: 22.6666 | RAE: 6.7747 | Correlation: 0.7840999960899353
INFO:training:Epoch: 97 | Training Loss: 492617.6633254717 | MAE: 1659120.4255 | MSE: 2586947450572.8438 | RMSE: 962.9784 | RSE: 19.0772 | RAE: 6.029 | Correlation: 0.7843000292778015
INFO:training:Epoch: 98 | Training Loss: 498757.2397184552 | MAE: 1747590.1904 | MSE: 2640884676939.211 | RMSE: 982.3751 | RSE: 24.9122 | RAE: 7.2838 | Correlation: 0.7840999960899353
INFO:training:Epoch: 99 | Training Loss: 494452.5103183962 | MAE: 1719022.239 | MSE: 2619572742853.2246 | RMSE: 975.9952 | RSE: 23.9679 | RAE: 7.0167 | Correlation: 0.7843000292778015
INFO:training:Epoch: 100 | Training Loss: 491782.4223909198 | MAE: 1738999.3195 | MSE: 2636086875042.177 | RMSE: 980.4372 | RSE: 25.5792 | RAE: 7.388 | Correlation: 0.7842000126838684
