INFO:training:Epoch: 1 | Training Loss: 18392709.773584906 | MAE: 16273068.7075 | MSE: 68383007614767.02 | RMSE: 2858.7273 | RSE: 438.6112 | RAE: 199.5003 | Correlation: 0.8008000254631042
INFO:training:Epoch: 2 | Training Loss: 15557350.235849056 | MAE: 13824282.3673 | MSE: 50218387504260.35 | RMSE: 2638.2286 | RSE: 390.4303 | RAE: 178.4406 | Correlation: 0.7968000173568726
INFO:training:Epoch: 3 | Training Loss: 13999567.188679244 | MAE: 11935879.4473 | MSE: 39036001912121.47 | RMSE: 2456.9315 | RSE: 353.5704 | RAE: 162.9397 | Correlation: 0.7886000275611877
INFO:training:Epoch: 4 | Training Loss: 12576977.688679244 | MAE: 10107914.4184 | MSE: 29853855993215.13 | RMSE: 2265.8972 | RSE: 317.8346 | RAE: 147.0483 | Correlation: 0.7821999788284302
INFO:training:Epoch: 5 | Training Loss: 11039419.91509434 | MAE: 8559181.4549 | MSE: 22606118532270.15 | RMSE: 2087.8899 | RSE: 277.5875 | RAE: 129.2767 | Correlation: 0.7756999731063843
INFO:training:Epoch: 6 | Training Loss: 9140387.858490566 | MAE: 7625599.5151 | MSE: 18319430538678.855 | RMSE: 1970.2104 | RSE: 225.3918 | RAE: 106.2749 | Correlation: 0.7652999758720398
INFO:training:Epoch: 7 | Training Loss: 7221009.905660378 | MAE: 7603269.7615 | MSE: 18885700776075.32 | RMSE: 1971.8244 | RSE: 182.9399 | RAE: 88.7789 | Correlation: 0.7573999762535095
INFO:training:Epoch: 8 | Training Loss: 6327798.596698113 | MAE: 7650461.7785 | MSE: 20087389865273.47 | RMSE: 1977.499 | RSE: 156.479 | RAE: 78.0457 | Correlation: 0.7530999779701233
INFO:training:Epoch: 9 | Training Loss: 5873957.120283019 | MAE: 7530346.1199 | MSE: 20226931833904.76 | RMSE: 1962.0298 | RSE: 140.0268 | RAE: 70.95 | Correlation: 0.7513999938964844
INFO:training:Epoch: 10 | Training Loss: 5551727.474056603 | MAE: 7341938.1741 | MSE: 19828673399355.21 | RMSE: 1937.6583 | RSE: 127.0988 | RAE: 65.2686 | Correlation: 0.7506999969482422
INFO:training:Epoch: 11 | Training Loss: 5262469.679245283 | MAE: 7027363.8748 | MSE: 18352246193089.305 | RMSE: 1895.9514 | RSE: 118.9909 | RAE: 61.3732 | Correlation: 0.7515000104904175
