INFO:training:Epoch: 1 | Training Loss: 5107421.620512821 | MAE: 105106063.8571 | MSE: 566666924055405.8 | RMSE: 4868.6207 | RSE: 1715.1986 | RAE: 625.2918 | Correlation: -0.9311000108718872
INFO:training:Epoch: 2 | Training Loss: 5072318.923076923 | MAE: 104481752.4286 | MSE: 560101985653321.1 | RMSE: 4854.3478 | RSE: 1704.7655 | RAE: 621.4976 | Correlation: -0.9311000108718872
INFO:training:Epoch: 3 | Training Loss: 5041724.420512821 | MAE: 103807556.0 | MSE: 553059294454930.3 | RMSE: 4838.8775 | RSE: 1693.4378 | RAE: 617.3717 | Correlation: -0.9311000108718872
INFO:training:Epoch: 4 | Training Loss: 5008277.282051282 | MAE: 103102426.4286 | MSE: 545742731982555.44 | RMSE: 4822.6477 | RSE: 1681.4969 | RAE: 613.0307 | Correlation: -0.930899977684021
INFO:training:Epoch: 5 | Training Loss: 4972375.63076923 | MAE: 102401220.5714 | MSE: 538514299027456.0 | RMSE: 4806.4598 | RSE: 1669.6489 | RAE: 608.7264 | Correlation: -0.9308000206947327
INFO:training:Epoch: 6 | Training Loss: 4938081.353846154 | MAE: 101675051.8571 | MSE: 531061990302866.3 | RMSE: 4789.6089 | RSE: 1657.6303 | RAE: 604.3443 | Correlation: -0.9304999709129333
INFO:training:Epoch: 7 | Training Loss: 4902389.097435897 | MAE: 100853995.8571 | MSE: 522701203720484.56 | RMSE: 4770.4798 | RSE: 1643.8367 | RAE: 599.3252 | Correlation: -0.9302999973297119
INFO:training:Epoch: 8 | Training Loss: 4855875.241025641 | MAE: 100001318.1429 | MSE: 514072005050368.0 | RMSE: 4750.4954 | RSE: 1629.4965 | RAE: 594.107 | Correlation: -0.9301000237464905
INFO:training:Epoch: 9 | Training Loss: 4812027.61025641 | MAE: 99132678.7143 | MSE: 505355693082916.56 | RMSE: 4730.0528 | RSE: 1614.899 | RAE: 588.7947 | Correlation: -0.9297999739646912
INFO:training:Epoch: 10 | Training Loss: 4767909.282051282 | MAE: 98245680.7143 | MSE: 496533021355446.9 | RMSE: 4709.0888 | RSE: 1599.9983 | RAE: 583.3719 | Correlation: -0.9297000169754028
INFO:training:Epoch: 11 | Training Loss: 4721511.733333333 | MAE: 97335265.1429 | MSE: 487560484150125.7 | RMSE: 4687.4793 | RSE: 1584.7279 | RAE: 577.8138 | Correlation: -0.9294999837875366
