INFO:training:Epoch: 1 | Training Loss: 4161488.575609756 | MAE: 80823086.0 | MSE: 332934849965091.3 | RMSE: 4265.5254 | RSE: 1126.3159 | RAE: 374.3446 | Correlation: -0.40619999170303345
INFO:training:Epoch: 2 | Training Loss: 4115060.507317073 | MAE: 79693656.2069 | MSE: 323862976248161.1 | RMSE: 4235.9991 | RSE: 1110.9436 | RAE: 369.2235 | Correlation: -0.6833000183105469
INFO:training:Epoch: 3 | Training Loss: 4080245.2975609754 | MAE: 79368992.069 | MSE: 321291471606748.7 | RMSE: 4227.4684 | RSE: 1106.6414 | RAE: 367.7876 | Correlation: -0.8539999723434448
INFO:training:Epoch: 4 | Training Loss: 4072296.4780487805 | MAE: 79286687.2414 | MSE: 320639799123120.56 | RMSE: 4225.3072 | RSE: 1105.5422 | RAE: 367.421 | Correlation: -0.888700008392334
INFO:training:Epoch: 5 | Training Loss: 4066917.5414634147 | MAE: 79205023.0345 | MSE: 319993462661967.44 | RMSE: 4223.1612 | RSE: 1104.4431 | RAE: 367.0547 | Correlation: -0.9016000032424927
INFO:training:Epoch: 6 | Training Loss: 4064182.907317073 | MAE: 79123419.7931 | MSE: 319348409079313.6 | RMSE: 4221.016 | RSE: 1103.344 | RAE: 366.6883 | Correlation: -0.906000018119812
INFO:training:Epoch: 7 | Training Loss: 4057483.2195121953 | MAE: 79041852.2759 | MSE: 318704274483129.4 | RMSE: 4218.8707 | RSE: 1102.245 | RAE: 366.322 | Correlation: -0.9063000082969666
INFO:training:Epoch: 8 | Training Loss: 4052520.8292682925 | MAE: 78960275.7931 | MSE: 318060777710415.44 | RMSE: 4216.7241 | RSE: 1101.1459 | RAE: 365.9556 | Correlation: -0.9056000113487244
INFO:training:Epoch: 9 | Training Loss: 4050468.907317073 | MAE: 78878676.4138 | MSE: 317417832850255.44 | RMSE: 4214.5758 | RSE: 1100.0468 | RAE: 365.5893 | Correlation: -0.9053000211715698
INFO:training:Epoch: 10 | Training Loss: 4044484.8097560974 | MAE: 78797160.6897 | MSE: 316776017848814.4 | RMSE: 4212.4285 | RSE: 1098.9478 | RAE: 365.2229 | Correlation: -0.9057000279426575
INFO:training:Epoch: 11 | Training Loss: 4042790.7024390246 | MAE: 78715656.2759 | MSE: 316134931499219.9 | RMSE: 4210.2803 | RSE: 1097.8487 | RAE: 364.8566 | Correlation: -0.9056000113487244
INFO:training:Epoch: 12 | Training Loss: 4038949.1902439026 | MAE: 78634114.0 | MSE: 315494285696176.56 | RMSE: 4208.1302 | RSE: 1096.7497 | RAE: 364.4903 | Correlation: -0.9057000279426575
INFO:training:Epoch: 13 | Training Loss: 4034666.5658536586 | MAE: 78552542.9655 | MSE: 314854164325764.44 | RMSE: 4205.9784 | RSE: 1095.6506 | RAE: 364.1239 | Correlation: -0.9053999781608582
