INFO:training:Epoch: 1 | Training Loss: 107288084.8 | MAE: 70500293.7143 | MSE: 158600763052617.16 | RMSE: 3499.9916 | RSE: 17.324 | RAE: 12.9688 | Correlation: -0.7883999943733215
INFO:training:Epoch: 2 | Training Loss: 33515238.0 | MAE: 37379933.7143 | MSE: 63632975705819.43 | RMSE: 2674.5259 | RSE: 6.5804 | RAE: 5.1299 | Correlation: -0.7519000172615051
INFO:training:Epoch: 3 | Training Loss: 19859819.0 | MAE: 33243376.7143 | MSE: 54773620445769.14 | RMSE: 2512.685 | RSE: 4.1323 | RAE: 3.6305 | Correlation: -0.7786999940872192
INFO:training:Epoch: 4 | Training Loss: 18005746.5 | MAE: 25996537.5 | MSE: 41825131879277.71 | RMSE: 2316.9365 | RSE: 4.103 | RAE: 3.132 | Correlation: -0.7803000211715698
INFO:training:Epoch: 5 | Training Loss: 12343805.8 | MAE: 32782992.4286 | MSE: 61961321878089.14 | RMSE: 2536.1847 | RSE: 2.3615 | RAE: 2.2649 | Correlation: -0.781499981880188
INFO:training:Epoch: 6 | Training Loss: 12537820.8 | MAE: 26704196.6429 | MSE: 45944224495323.43 | RMSE: 2334.4421 | RSE: 1.8577 | RAE: 1.8511 | Correlation: -0.7768999934196472
INFO:training:Epoch: 7 | Training Loss: 9778574.4 | MAE: 31812687.9286 | MSE: 57537227147556.57 | RMSE: 2507.4417 | RSE: 3.1944 | RAE: 2.7667 | Correlation: -0.7709000110626221
INFO:training:Epoch: 8 | Training Loss: 13662341.6 | MAE: 27569498.4286 | MSE: 48938502445933.71 | RMSE: 2379.6214 | RSE: 2.7243 | RAE: 2.1796 | Correlation: -0.7724000215530396
INFO:training:Epoch: 9 | Training Loss: 9926740.25 | MAE: 34780455.9286 | MSE: 65314631993636.57 | RMSE: 2605.8258 | RSE: 5.2945 | RAE: 3.8359 | Correlation: -0.7587000131607056
INFO:training:Epoch: 10 | Training Loss: 13333401.45 | MAE: 26585018.6071 | MSE: 48001094881865.14 | RMSE: 2362.6444 | RSE: 2.9011 | RAE: 2.1716 | Correlation: -0.7613999843597412
INFO:training:Epoch: 11 | Training Loss: 12533105.6 | MAE: 46905646.5 | MSE: 101391994678710.86 | RMSE: 2936.6868 | RSE: 7.5209 | RAE: 5.5991 | Correlation: -0.7452999949455261
