INFO:training:Epoch: 1 | Training Loss: 2355552.669811321 | MAE: 2364491.9557 | MSE: 3920703707839.565 | RMSE: 1141.5299 | RSE: 11.4209 | RAE: 6.5314 | Correlation: -0.7960000038146973
INFO:training:Epoch: 2 | Training Loss: 1349890.144162736 | MAE: 2473562.1526 | MSE: 3442847130644.898 | RMSE: 1159.3333 | RSE: 39.3025 | RAE: 19.7455 | Correlation: -0.7910000085830688
INFO:training:Epoch: 3 | Training Loss: 1148745.4947670992 | MAE: 1965744.5039 | MSE: 2894729196655.4556 | RMSE: 1047.1682 | RSE: 12.3192 | RAE: 7.4065 | Correlation: -0.7734000086784363
INFO:training:Epoch: 4 | Training Loss: 913229.9771521227 | MAE: 1870076.0947 | MSE: 2667717723421.6055 | RMSE: 1017.3008 | RSE: 15.9706 | RAE: 9.0729 | Correlation: -0.6894999742507935
INFO:training:Epoch: 5 | Training Loss: 860115.5660377359 | MAE: 1770200.8341 | MSE: 2541139502276.789 | RMSE: 994.7534 | RSE: 15.3648 | RAE: 5.443 | Correlation: 0.27790001034736633
INFO:training:Epoch: 6 | Training Loss: 798364.5956662736 | MAE: 2011907.4936 | MSE: 2855256134476.626 | RMSE: 1052.384 | RSE: 19.0925 | RAE: 6.6243 | Correlation: 0.679099977016449
INFO:training:Epoch: 7 | Training Loss: 664858.997420401 | MAE: 1911734.6822 | MSE: 2572388047648.8706 | RMSE: 1026.3053 | RSE: 24.398 | RAE: 7.4554 | Correlation: 0.7670000195503235
INFO:training:Epoch: 8 | Training Loss: 701827.7910524764 | MAE: 1720930.2312 | MSE: 2482857772455.4014 | RMSE: 980.0217 | RSE: 19.2875 | RAE: 7.0735 | Correlation: 0.77920001745224
INFO:training:Epoch: 9 | Training Loss: 713829.0975825472 | MAE: 2027920.2438 | MSE: 2633236160929.959 | RMSE: 1049.1984 | RSE: 29.6231 | RAE: 10.8187 | Correlation: 0.7896999716758728
INFO:training:Epoch: 10 | Training Loss: 685139.0163620283 | MAE: 1914414.7896 | MSE: 2663087235024.109 | RMSE: 1026.6376 | RSE: 23.1656 | RAE: 8.224 | Correlation: 0.7858999967575073
INFO:training:Epoch: 11 | Training Loss: 672570.3600383254 | MAE: 1794594.8337 | MSE: 2510937364062.041 | RMSE: 996.7298 | RSE: 17.0202 | RAE: 6.432 | Correlation: 0.7886999845504761
INFO:training:Epoch: 12 | Training Loss: 553138.3492040094 | MAE: 1896238.507 | MSE: 2598953509376.4355 | RMSE: 1019.9266 | RSE: 29.3473 | RAE: 9.6913 | Correlation: 0.7910000085830688
INFO:training:Epoch: 13 | Training Loss: 740621.8769162736 | MAE: 1905895.3163 | MSE: 2643672748249.687 | RMSE: 1022.3017 | RSE: 27.6546 | RAE: 8.178 | Correlation: 0.7915999889373779
INFO:training:Epoch: 14 | Training Loss: 587370.3203125 | MAE: 1751881.4078 | MSE: 2420832526945.524 | RMSE: 984.8824 | RSE: 20.0531 | RAE: 8.1874 | Correlation: 0.7914000153541565
INFO:training:Epoch: 15 | Training Loss: 589288.7954746463 | MAE: 1819090.9789 | MSE: 2558881177764.5713 | RMSE: 1002.7694 | RSE: 24.3688 | RAE: 7.3618 | Correlation: 0.7918000221252441
INFO:training:Epoch: 16 | Training Loss: 550454.9091244104 | MAE: 1781841.0534 | MSE: 2486206712131.483 | RMSE: 994.0049 | RSE: 24.1281 | RAE: 8.2064 | Correlation: 0.7936000227928162
INFO:training:Epoch: 17 | Training Loss: 593912.7734375 | MAE: 1828506.3753 | MSE: 2631282135546.7754 | RMSE: 1006.9546 | RSE: 20.6979 | RAE: 7.6492 | Correlation: 0.7883999943733215
INFO:training:Epoch: 18 | Training Loss: 546014.3912883254 | MAE: 1786831.062 | MSE: 2582998837049.469 | RMSE: 995.6429 | RSE: 25.8334 | RAE: 7.9484 | Correlation: 0.7890999913215637
