INFO:training:Epoch: 1 | Training Loss: 3689975.463414634 | MAE: 70116476.8276 | MSE: 255708025206007.2 | RMSE: 3985.028 | RSE: 993.7731 | RAE: 329.8158 | Correlation: -0.9287999868392944
INFO:training:Epoch: 2 | Training Loss: 3606929.1512195123 | MAE: 68486090.4138 | MSE: 244403479791262.94 | RMSE: 3939.6503 | RSE: 971.6492 | RAE: 322.4572 | Correlation: -0.9283999800682068
INFO:training:Epoch: 3 | Training Loss: 3519073.3804878048 | MAE: 66775505.8621 | MSE: 232831897648587.0 | RMSE: 3891.4393 | RSE: 948.8202 | RAE: 314.8459 | Correlation: -0.9280999898910522
INFO:training:Epoch: 4 | Training Loss: 3424531.8585365852 | MAE: 64612649.3448 | MSE: 218581626438196.97 | RMSE: 3829.5265 | RSE: 918.6399 | RAE: 304.8259 | Correlation: -0.9269999861717224
INFO:training:Epoch: 5 | Training Loss: 3318221.907317073 | MAE: 62330408.4138 | MSE: 204052696878962.75 | RMSE: 3763.1391 | RSE: 887.164 | RAE: 294.3599 | Correlation: -0.9257000088691711
INFO:training:Epoch: 6 | Training Loss: 3206206.0341463415 | MAE: 60052336.2069 | MSE: 190044391667500.12 | RMSE: 3695.6601 | RSE: 855.6861 | RAE: 283.8943 | Correlation: -0.9240999817848206
INFO:training:Epoch: 7 | Training Loss: 3088397.4975609756 | MAE: 57842471.9655 | MSE: 176949761924272.56 | RMSE: 3629.0588 | RSE: 825.487 | RAE: 273.8446 | Correlation: -0.9223999977111816
INFO:training:Epoch: 8 | Training Loss: 2977475.907317073 | MAE: 55552028.931 | MSE: 163882538341905.66 | RMSE: 3558.7647 | RSE: 793.955 | RAE: 263.361 | Correlation: -0.920199990272522
INFO:training:Epoch: 9 | Training Loss: 2854053.1268292684 | MAE: 53213399.5862 | MSE: 151043973027345.66 | RMSE: 3485.4189 | RSE: 761.684 | RAE: 252.6289 | Correlation: -0.9178000092506409
INFO:training:Epoch: 10 | Training Loss: 2730875.9170731707 | MAE: 50840607.7931 | MSE: 138506053868720.53 | RMSE: 3409.0607 | RSE: 728.7555 | RAE: 241.6784 | Correlation: -0.9151999950408936
INFO:training:Epoch: 11 | Training Loss: 2615833.6341463416 | MAE: 48432091.3103 | MSE: 126340810661040.53 | RMSE: 3329.7623 | RSE: 695.2549 | RAE: 230.5374 | Correlation: -0.9124000072479248
INFO:training:Epoch: 12 | Training Loss: 2492884.863414634 | MAE: 45996151.0 | MSE: 114603287099745.11 | RMSE: 3247.5236 | RSE: 661.2397 | RAE: 219.2254 | Correlation: -0.9093999862670898
INFO:training:Epoch: 13 | Training Loss: 2369156.5902439025 | MAE: 43530354.931 | MSE: 103277823931639.17 | RMSE: 3161.8448 | RSE: 626.5917 | RAE: 207.7039 | Correlation: -0.9060999751091003
INFO:training:Epoch: 14 | Training Loss: 2232869.068292683 | MAE: 41030874.069 | MSE: 92406106934024.83 | RMSE: 3072.5654 | RSE: 591.3141 | RAE: 195.974 | Correlation: -0.9028000235557556
INFO:training:Epoch: 15 | Training Loss: 2107637.1463414636 | MAE: 38491799.3276 | MSE: 82017527041341.8 | RMSE: 2979.4125 | RSE: 555.3851 | RAE: 184.0273 | Correlation: -0.899399995803833
