INFO:training:Epoch: 1 | Training Loss: 56658227.333333336 | MAE: 29754584.7241 | MSE: 94773009851215.45 | RMSE: 2750.3112 | RSE: 25.1538 | RAE: 9.4093 | Correlation: -0.7872999906539917
INFO:training:Epoch: 28 | Training Loss: 3675214.345238095 | MAE: 14802521.6724 | MSE: 29118497433811.867 | RMSE: 2010.2401 | RSE: 24.0415 | RAE: 7.1022 | Correlation: -0.5958999991416931
INFO:training:Epoch: 29 | Training Loss: 2721474.7678571427 | MAE: 13322447.4698 | MSE: 24235373067158.07 | RMSE: 1923.3665 | RSE: 23.2478 | RAE: 6.8839 | Correlation: -0.5292999744415283
INFO:training:Epoch: 30 | Training Loss: 2505472.8214285714 | MAE: 15287627.6724 | MSE: 31377599798731.035 | RMSE: 2044.8378 | RSE: 25.8671 | RAE: 7.7013 | Correlation: -0.43939998745918274
INFO:training:Epoch: 31 | Training Loss: 2601702.130952381 | MAE: 14400030.8405 | MSE: 27764541994231.17 | RMSE: 1990.0061 | RSE: 24.3743 | RAE: 7.2612 | Correlation: -0.3887999951839447
INFO:training:Epoch: 32 | Training Loss: 2659175.755952381 | MAE: 12929487.6595 | MSE: 22451970673416.83 | RMSE: 1895.9234 | RSE: 23.064 | RAE: 6.8448 | Correlation: -0.030400000512599945
INFO:training:Epoch: 33 | Training Loss: 2615763.273809524 | MAE: 13729748.8427 | MSE: 24194146274621.793 | RMSE: 1939.3909 | RSE: 25.8653 | RAE: 7.7729 | Correlation: 0.22220000624656677
INFO:training:Epoch: 34 | Training Loss: 2651459.5178571427 | MAE: 14068039.2403 | MSE: 25914978266782.9 | RMSE: 1962.3189 | RSE: 26.0815 | RAE: 7.6797 | Correlation: 0.2624000012874603
INFO:training:Epoch: 35 | Training Loss: 2466749.488095238 | MAE: 15551233.9828 | MSE: 30515930202394.484 | RMSE: 2052.8517 | RSE: 27.9022 | RAE: 8.4394 | Correlation: 0.38670000433921814
INFO:training:Epoch: 36 | Training Loss: 2377116.7678571427 | MAE: 14995083.806 | MSE: 28396172682628.414 | RMSE: 2017.3271 | RSE: 28.1579 | RAE: 8.4046 | Correlation: 0.42410001158714294
INFO:training:Epoch: 37 | Training Loss: 2828770.910714286 | MAE: 14737188.3147 | MSE: 28188875632216.277 | RMSE: 2006.5639 | RSE: 24.4044 | RAE: 7.4767 | Correlation: 0.5008000135421753
INFO:training:Epoch: 38 | Training Loss: 3725055.5476190476 | MAE: 16473964.5819 | MSE: 31579189834151.727 | RMSE: 2088.6361 | RSE: 28.4061 | RAE: 8.9202 | Correlation: 0.554099977016449
INFO:training:Epoch: 39 | Training Loss: 2801596.511904762 | MAE: 12864747.3405 | MSE: 22008151482650.484 | RMSE: 1896.0475 | RSE: 20.8791 | RAE: 6.6595 | Correlation: 0.5565999746322632
INFO:training:Epoch: 40 | Training Loss: 2613550.7321428573 | MAE: 12650446.8578 | MSE: 21334706833619.863 | RMSE: 1881.5129 | RSE: 24.3168 | RAE: 7.2857 | Correlation: 0.5817999839782715
INFO:training:Epoch: 41 | Training Loss: 2413753.5476190476 | MAE: 13515436.2845 | MSE: 23693091995083.035 | RMSE: 1928.2019 | RSE: 25.8695 | RAE: 7.6045 | Correlation: 0.5873000025749207
INFO:training:Epoch: 42 | Training Loss: 2243618.654761905 | MAE: 13446634.0216 | MSE: 23037959952595.863 | RMSE: 1921.6104 | RSE: 28.0737 | RAE: 8.0602 | Correlation: 0.6370000243186951
INFO:training:Epoch: 43 | Training Loss: 2575620.9226190476 | MAE: 12131120.6121 | MSE: 19552183156171.035 | RMSE: 1843.5326 | RSE: 22.5767 | RAE: 6.8116 | Correlation: 0.6759999990463257
INFO:training:Epoch: 44 | Training Loss: 2539007.0535714286 | MAE: 14226423.8879 | MSE: 26212827982883.31 | RMSE: 1974.4537 | RSE: 29.7661 | RAE: 8.5483 | Correlation: 0.6521000266075134
INFO:training:Epoch: 45 | Training Loss: 2593093.779761905 | MAE: 15974518.1487 | MSE: 31906265124299.035 | RMSE: 2075.2666 | RSE: 26.7552 | RAE: 8.2794 | Correlation: 0.669700026512146
INFO:training:Epoch: 46 | Training Loss: 2020849.5833333333 | MAE: 13450529.4095 | MSE: 23711112876455.723 | RMSE: 1929.8931 | RSE: 26.8858 | RAE: 7.7441 | Correlation: 0.6880999803543091
INFO:training:Epoch: 47 | Training Loss: 2368849.9851190476 | MAE: 11895094.7284 | MSE: 18953803394648.277 | RMSE: 1830.509 | RSE: 22.2071 | RAE: 6.588 | Correlation: 0.6941999793052673
INFO:training:Epoch: 48 | Training Loss: 3383301.9464285714 | MAE: 18289125.5172 | MSE: 36250106809096.83 | RMSE: 2183.642 | RSE: 36.9727 | RAE: 11.2358 | Correlation: 0.7005000114440918
INFO:training:Epoch: 49 | Training Loss: 3038544.5178571427 | MAE: 12641241.2759 | MSE: 20747754970853.516 | RMSE: 1874.4181 | RSE: 20.0355 | RAE: 6.2701 | Correlation: 0.7041000127792358
INFO:training:Epoch: 50 | Training Loss: 2757937.839285714 | MAE: 13347361.5474 | MSE: 22321544858941.793 | RMSE: 1912.8932 | RSE: 25.1982 | RAE: 7.4881 | Correlation: 0.7164999842643738
INFO:training:Epoch: 51 | Training Loss: 2062290.8839285714 | MAE: 12272164.3836 | MSE: 19811112970734.344 | RMSE: 1850.1533 | RSE: 20.7065 | RAE: 6.4846 | Correlation: 0.710099995136261
INFO:training:Epoch: 52 | Training Loss: 2393120.714285714 | MAE: 13910590.6336 | MSE: 24467821328737.1 | RMSE: 1949.0647 | RSE: 24.3108 | RAE: 7.3924 | Correlation: 0.7124999761581421
INFO:training:Epoch: 53 | Training Loss: 2051055.806547619 | MAE: 13553694.0345 | MSE: 23224559584361.93 | RMSE: 1925.5185 | RSE: 25.8347 | RAE: 7.5529 | Correlation: 0.7138000130653381
INFO:training:Epoch: 54 | Training Loss: 2004172.0833333333 | MAE: 12076179.5388 | MSE: 19318813077645.242 | RMSE: 1837.3917 | RSE: 25.0995 | RAE: 7.1723 | Correlation: 0.7206000089645386
INFO:training:Epoch: 55 | Training Loss: 2140141.25 | MAE: 12951689.3901 | MSE: 21449332534589.793 | RMSE: 1888.6912 | RSE: 25.5833 | RAE: 7.5687 | Correlation: 0.7175999879837036
INFO:training:Epoch: 56 | Training Loss: 2432892.755952381 | MAE: 12720880.5948 | MSE: 21018767605195.035 | RMSE: 1873.5262 | RSE: 22.2003 | RAE: 6.8577 | Correlation: 0.7184000015258789
INFO:training:Epoch: 57 | Training Loss: 2247248.470238095 | MAE: 12638385.9784 | MSE: 20501647756605.793 | RMSE: 1874.8854 | RSE: 24.4205 | RAE: 7.3144 | Correlation: 0.7315000295639038
INFO:training:Epoch: 58 | Training Loss: 2586475.9583333335 | MAE: 12112878.625 | MSE: 19747543601575.723 | RMSE: 1845.0448 | RSE: 25.6483 | RAE: 7.4916 | Correlation: 0.7247999906539917
INFO:training:Epoch: 59 | Training Loss: 2363067.2678571427 | MAE: 11757850.1078 | MSE: 18244218041591.17 | RMSE: 1814.7523 | RSE: 19.046 | RAE: 5.9998 | Correlation: 0.7368999719619751
INFO:training:Epoch: 60 | Training Loss: 2094774.0833333333 | MAE: 12265803.9052 | MSE: 20176239051034.484 | RMSE: 1854.6203 | RSE: 22.4457 | RAE: 6.5532 | Correlation: 0.7267000079154968
INFO:training:Epoch: 61 | Training Loss: 2012061.6488095238 | MAE: 13226265.375 | MSE: 22281461209582.344 | RMSE: 1906.5922 | RSE: 25.4964 | RAE: 7.4367 | Correlation: 0.7297000288963318
INFO:training:Epoch: 62 | Training Loss: 2233941.226190476 | MAE: 14263529.1638 | MSE: 23879101155539.863 | RMSE: 1958.9983 | RSE: 28.2436 | RAE: 8.4544 | Correlation: 0.7378000020980835
INFO:training:Epoch: 63 | Training Loss: 2366280.0178571427 | MAE: 11750166.2996 | MSE: 18731526841308.69 | RMSE: 1822.4477 | RSE: 25.0789 | RAE: 7.3296 | Correlation: 0.7386000156402588
INFO:training:Epoch: 64 | Training Loss: 2126992.8928571427 | MAE: 12800737.3276 | MSE: 21201301824900.414 | RMSE: 1885.955 | RSE: 21.8189 | RAE: 6.733 | Correlation: 0.7390999794006348
INFO:training:Epoch: 65 | Training Loss: 2064629.005952381 | MAE: 12847553.9655 | MSE: 21226876952293.516 | RMSE: 1890.1263 | RSE: 23.5885 | RAE: 6.9147 | Correlation: 0.7325000166893005
INFO:training:Epoch: 66 | Training Loss: 2118777.0476190476 | MAE: 12755562.5733 | MSE: 20600023097061.516 | RMSE: 1875.8874 | RSE: 25.2296 | RAE: 7.3322 | Correlation: 0.7311000227928162
INFO:training:Epoch: 67 | Training Loss: 1799177.738095238 | MAE: 13480744.3879 | MSE: 23222861447732.965 | RMSE: 1928.1377 | RSE: 22.3583 | RAE: 6.7047 | Correlation: 0.728600025177002
INFO:training:Epoch: 68 | Training Loss: 2109948.6845238097 | MAE: 12473572.3621 | MSE: 20348705744825.38 | RMSE: 1862.6126 | RSE: 21.2079 | RAE: 6.4355 | Correlation: 0.7360000014305115
INFO:training:Epoch: 69 | Training Loss: 1928447.0714285714 | MAE: 13927749.4224 | MSE: 24563792368039.723 | RMSE: 1953.6061 | RSE: 27.9536 | RAE: 8.0839 | Correlation: 0.7358999848365784
INFO:training:Epoch: 70 | Training Loss: 2394725.035714286 | MAE: 12744771.4397 | MSE: 21241352431545.38 | RMSE: 1884.7817 | RSE: 23.0686 | RAE: 6.8314 | Correlation: 0.7330999970436096
INFO:training:Epoch: 71 | Training Loss: 2364567.8035714286 | MAE: 13439341.7468 | MSE: 22740058641937.656 | RMSE: 1922.7042 | RSE: 26.8142 | RAE: 7.7969 | Correlation: 0.739300012588501
INFO:training:Epoch: 72 | Training Loss: 2609316.0654761903 | MAE: 13087651.375 | MSE: 22116038787072.0 | RMSE: 1900.3227 | RSE: 24.925 | RAE: 7.3465 | Correlation: 0.7303000092506409
INFO:training:Epoch: 73 | Training Loss: 2439427.6279761903 | MAE: 11564501.4784 | MSE: 17182315867736.275 | RMSE: 1799.2542 | RSE: 17.8282 | RAE: 5.9129 | Correlation: 0.7404000163078308
INFO:training:Epoch: 74 | Training Loss: 3314203.3928571427 | MAE: 11635555.4698 | MSE: 18704073596080.55 | RMSE: 1816.4024 | RSE: 20.6002 | RAE: 6.2112 | Correlation: 0.742900013923645
INFO:training:Epoch: 75 | Training Loss: 2147964.130952381 | MAE: 12494087.8362 | MSE: 20911306215847.723 | RMSE: 1875.2148 | RSE: 22.7917 | RAE: 6.779 | Correlation: 0.7408000230789185
INFO:training:Epoch: 76 | Training Loss: 2168440.913690476 | MAE: 12852227.5474 | MSE: 20638012831814.62 | RMSE: 1883.1375 | RSE: 28.2361 | RAE: 8.1079 | Correlation: 0.7440000176429749
INFO:training:Epoch: 77 | Training Loss: 1991243.2708333333 | MAE: 13225717.8621 | MSE: 22669790336812.137 | RMSE: 1914.8363 | RSE: 26.1983 | RAE: 7.7217 | Correlation: 0.7394000291824341
INFO:training:Epoch: 78 | Training Loss: 1869193.6220238095 | MAE: 12427823.375 | MSE: 20162994599159.17 | RMSE: 1861.9564 | RSE: 24.0068 | RAE: 6.9618 | Correlation: 0.7483999729156494
INFO:training:Epoch: 79 | Training Loss: 2375617.6904761903 | MAE: 13219557.5603 | MSE: 22382693238289.656 | RMSE: 1913.3334 | RSE: 23.8409 | RAE: 7.0812 | Correlation: 0.7516000270843506
INFO:training:Epoch: 80 | Training Loss: 1744288.0029761905 | MAE: 11974218.4957 | MSE: 18530122150876.69 | RMSE: 1828.6924 | RSE: 25.276 | RAE: 7.3468 | Correlation: 0.7531999945640564
INFO:training:Epoch: 81 | Training Loss: 1839201.25 | MAE: 12696935.6983 | MSE: 19123154592873.93 | RMSE: 1863.7026 | RSE: 28.3057 | RAE: 8.3717 | Correlation: 0.7527999877929688
INFO:training:Epoch: 82 | Training Loss: 2120863.8958333335 | MAE: 13033031.6552 | MSE: 20011965530253.242 | RMSE: 1882.319 | RSE: 27.0557 | RAE: 8.0558 | Correlation: 0.7524999976158142
INFO:training:Epoch: 83 | Training Loss: 2161282.375 | MAE: 13708797.2328 | MSE: 22255827496960.0 | RMSE: 1928.3598 | RSE: 29.8183 | RAE: 8.661 | Correlation: 0.7501000165939331
INFO:training:Epoch: 84 | Training Loss: 2142162.839285714 | MAE: 12767266.7845 | MSE: 20195104449076.965 | RMSE: 1877.4412 | RSE: 24.6321 | RAE: 7.3 | Correlation: 0.7511000037193298
INFO:training:Epoch: 85 | Training Loss: 1646994.5267857143 | MAE: 11059237.8578 | MSE: 16583271827102.896 | RMSE: 1773.9616 | RSE: 21.1942 | RAE: 6.4241 | Correlation: 0.7522000074386597
INFO:training:Epoch: 86 | Training Loss: 2167899.505952381 | MAE: 13605559.8621 | MSE: 23176136020391.723 | RMSE: 1933.2708 | RSE: 22.9606 | RAE: 7.1161 | Correlation: 0.7477999925613403
INFO:training:Epoch: 87 | Training Loss: 2316063.375 | MAE: 13417473.7069 | MSE: 22021500017840.55 | RMSE: 1919.4645 | RSE: 28.2616 | RAE: 7.8979 | Correlation: 0.7412999868392944
INFO:training:Epoch: 88 | Training Loss: 2302195.711309524 | MAE: 13178339.9375 | MSE: 22180173766091.035 | RMSE: 1910.0122 | RSE: 22.9939 | RAE: 6.953 | Correlation: 0.7466999888420105
INFO:training:Epoch: 89 | Training Loss: 1835713.080357143 | MAE: 11383899.1034 | MSE: 17811790549980.69 | RMSE: 1807.3294 | RSE: 25.2913 | RAE: 7.1464 | Correlation: 0.7537000179290771
INFO:training:Epoch: 90 | Training Loss: 2065533.8660714286 | MAE: 11794717.4655 | MSE: 18461251709987.31 | RMSE: 1827.5305 | RSE: 20.9391 | RAE: 6.5297 | Correlation: 0.7569000124931335
INFO:training:Epoch: 91 | Training Loss: 2543289.8571428573 | MAE: 14593588.5991 | MSE: 24792271833864.83 | RMSE: 1981.7243 | RSE: 27.2788 | RAE: 8.3842 | Correlation: 0.7509999871253967
INFO:training:Epoch: 92 | Training Loss: 1692821.4464285714 | MAE: 12119675.9957 | MSE: 19578769744860.69 | RMSE: 1849.4129 | RSE: 23.4796 | RAE: 6.7356 | Correlation: 0.7516999840736389
INFO:training:Epoch: 93 | Training Loss: 1758465.7202380951 | MAE: 12066590.2414 | MSE: 19439187821391.45 | RMSE: 1845.4528 | RSE: 23.7094 | RAE: 6.7752 | Correlation: 0.7523999810218811
INFO:training:Epoch: 94 | Training Loss: 1773522.7976190476 | MAE: 13154879.8534 | MSE: 22263622490323.863 | RMSE: 1910.9581 | RSE: 25.1459 | RAE: 7.2645 | Correlation: 0.7505999803543091
INFO:training:Epoch: 95 | Training Loss: 1814871.6875 | MAE: 12410078.3664 | MSE: 20784639192099.31 | RMSE: 1872.3011 | RSE: 25.3912 | RAE: 7.0156 | Correlation: 0.7484999895095825
INFO:training:Epoch: 96 | Training Loss: 1997115.886904762 | MAE: 13179861.7241 | MSE: 22269263823412.965 | RMSE: 1914.4176 | RSE: 27.715 | RAE: 7.7825 | Correlation: 0.7498999834060669
INFO:training:Epoch: 97 | Training Loss: 1970295.011904762 | MAE: 12860248.3233 | MSE: 21519631773837.242 | RMSE: 1894.1958 | RSE: 23.2753 | RAE: 6.8964 | Correlation: 0.7501000165939331
INFO:training:Epoch: 98 | Training Loss: 1689828.056547619 | MAE: 12997582.8427 | MSE: 21368410391799.17 | RMSE: 1900.0098 | RSE: 26.4577 | RAE: 7.6486 | Correlation: 0.7542999982833862
INFO:training:Epoch: 99 | Training Loss: 2254061.288690476 | MAE: 14627013.2672 | MSE: 24792673672651.035 | RMSE: 1982.8158 | RSE: 31.1344 | RAE: 8.9223 | Correlation: 0.7515000104904175
INFO:training:Epoch: 100 | Training Loss: 2101613.8720238097 | MAE: 13178150.3836 | MSE: 22240445295933.793 | RMSE: 1914.7863 | RSE: 24.9105 | RAE: 7.2183 | Correlation: 0.753000020980835
